C,l1_ratio,peso,roc_auc,pr_auc,precision,recall,f2,accuracy,tp,fn,fp,tn
0.5,0.5,3,0.6602915905598632,0.21389612849658524,0.32105263157894737,0.13819664703217036,0.1559623644917161,0.8714999243226881,305,1902,645,16969
